Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Obsidian TNT
appliedenergistics2:facade:0, Cable Facade - §8Black Plastic Block
appliedenergistics2:facade:0, Cable Facade - §cRed Plastic Block
appliedenergistics2:facade:0, Cable Facade - §2Green Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Brown Plastic Block
appliedenergistics2:facade:0, Cable Facade - §1Blue Plastic Block
appliedenergistics2:facade:0, Cable Facade - §5Purple Plastic Block
appliedenergistics2:facade:0, Cable Facade - §3Cyan Plastic Block
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Grey Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dPink Plastic Block
appliedenergistics2:facade:0, Cable Facade - §aLime Plastic Block
appliedenergistics2:facade:0, Cable Facade - §eYellow Plastic Block
appliedenergistics2:facade:0, Cable Facade - §9Light Blue Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dMagenta Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Orange Plastic Block
appliedenergistics2:facade:0, Cable Facade - §fWhite Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Black Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §cRed Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §2Green Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Brown Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §1Blue Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §5Purple Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §3Cyan Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Grey Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dPink Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §aLime Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §eYellow Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §9Light Blue Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dMagenta Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Orange Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §fWhite Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Black Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §cRed Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §2Green Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §6Brown Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §1Blue Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §5Purple Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §3Cyan Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §8Grey Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §dPink Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §aLime Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §eYellow Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §9Light Blue Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §dMagenta Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §6Orange Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §fWhite Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §8Black Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §cRed Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §2Green Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Brown Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §1Blue Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §5Purple Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §3Cyan Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Grey Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dPink Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §aLime Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §eYellow Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §9Light Blue Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dMagenta Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Orange Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §fWhite Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Black Plastic Road
appliedenergistics2:facade:0, Cable Facade - §cRed Plastic Road
appliedenergistics2:facade:0, Cable Facade - §2Green Plastic Road
appliedenergistics2:facade:0, Cable Facade - §6Brown Plastic Road
appliedenergistics2:facade:0, Cable Facade - §1Blue Plastic Road
appliedenergistics2:facade:0, Cable Facade - §5Purple Plastic Road
appliedenergistics2:facade:0, Cable Facade - §3Cyan Plastic Road
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Plastic Road
appliedenergistics2:facade:0, Cable Facade - §8Grey Plastic Road
appliedenergistics2:facade:0, Cable Facade - §dPink Plastic Road
appliedenergistics2:facade:0, Cable Facade - §aLime Plastic Road
appliedenergistics2:facade:0, Cable Facade - §eYellow Plastic Road
appliedenergistics2:facade:0, Cable Facade - §9Light Blue Plastic Road
appliedenergistics2:facade:0, Cable Facade - §dMagenta Plastic Road
appliedenergistics2:facade:0, Cable Facade - §6Orange Plastic Road
appliedenergistics2:facade:0, Cable Facade - §fWhite Plastic Road
appliedenergistics2:facade:0, Cable Facade - Salt Block
appliedenergistics2:facade:0, Cable Facade - SPS Casing (WIP)
appliedenergistics2:facade:0, Cable Facade - Fission Reactor Casing (WIP)
appliedenergistics2:facade:0, Cable Facade - Control Rod Assembly (WIP)
appliedenergistics2:facade:0, Cable Facade - Fission Fuel Assembly (WIP)
appliedenergistics2:facade:0, Cable Facade - Glitch Infused Block
appliedenergistics2:facade:0, Cable Facade - Soot-covered Machine Casing
appliedenergistics2:facade:0, Cable Facade - White Elevator
appliedenergistics2:facade:0, Cable Facade - Orange Elevator
appliedenergistics2:facade:0, Cable Facade - Magenta Elevator
appliedenergistics2:facade:0, Cable Facade - Light Blue Elevator
appliedenergistics2:facade:0, Cable Facade - Yellow Elevator
appliedenergistics2:facade:0, Cable Facade - Lime Elevator
appliedenergistics2:facade:0, Cable Facade - Pink Elevator
appliedenergistics2:facade:0, Cable Facade - Gray Elevator
appliedenergistics2:facade:0, Cable Facade - Light Gray Elevator
appliedenergistics2:facade:0, Cable Facade - Cyan Elevator
appliedenergistics2:facade:0, Cable Facade - Purple Elevator
appliedenergistics2:facade:0, Cable Facade - Blue Elevator
appliedenergistics2:facade:0, Cable Facade - Brown Elevator
appliedenergistics2:facade:0, Cable Facade - Green Elevator
appliedenergistics2:facade:0, Cable Facade - Red Elevator
appliedenergistics2:facade:0, Cable Facade - Black Elevator
appliedenergistics2:facade:0, Cable Facade - Alchemical Coal Block
appliedenergistics2:facade:0, Cable Facade - Mobius Fuel Block
appliedenergistics2:facade:0, Cable Facade - Aeternalis Fuel Block
appliedenergistics2:facade:0, Cable Facade - Dark Matter Block
appliedenergistics2:facade:0, Cable Facade - Red Matter Block
appliedenergistics2:facade:0, Cable Facade - Nova Catalyst
appliedenergistics2:facade:0, Cable Facade - Nova Cataclysm
appliedenergistics2:facade:0, Cable Facade - Block of Black Iron
appliedenergistics2:facade:0, Cable Facade - Block of Luminessence
appliedenergistics2:facade:0, Cable Facade - Block of Nether Stars
appliedenergistics2:facade:0, Cable Facade - Block of Crystaltine
appliedenergistics2:facade:0, Cable Facade - Block of The Ultimate
appliedenergistics2:facade:0, Cable Facade - Block of Ender
appliedenergistics2:facade:0, Cable Facade - Block of Ender Stars
appliedenergistics2:facade:0, Cable Facade - Block of Enhanced Ender
appliedenergistics2:facade:0, Cable Facade - Black Iron Frame
appliedenergistics2:facade:0, Cable Facade - Black Iron Lamp
appliedenergistics2:facade:0, Cable Facade - Black Iron Lamp
appliedenergistics2:facade:0, Cable Facade - Block of Black Iron
appliedenergistics2:facade:0, Cable Facade - Block of Black Iron
appliedenergistics2:facade:0, Cable Facade - Block of Black Iron
appliedenergistics2:facade:0, Cable Facade - Block of Black Iron
appliedenergistics2:facade:0, Cable Facade - Block of Black Iron
appliedenergistics2:facade:0, Cable Facade - Block of Black Iron
appliedenergistics2:facade:0, Cable Facade - Crafting Table
appliedenergistics2:facade:0, Cable Facade - Mercury Surface Rock
appliedenergistics2:facade:0, Cable Facade - Mercury Sub-Surface Rock
appliedenergistics2:facade:0, Cable Facade - Mercury Stone
appliedenergistics2:facade:0, Cable Facade - Mercury Iron Ore
appliedenergistics2:facade:0, Cable Facade - Mercury Tin Ore
appliedenergistics2:facade:0, Cable Facade - Mercury Copper Ore
appliedenergistics2:facade:0, Cable Facade - Mercury Ore
appliedenergistics2:facade:0, Cable Facade - Block of Mercury
appliedenergistics2:facade:0, Cable Facade - Mercury Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Mercury Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Mercury Carbon Ore
appliedenergistics2:facade:0, Cable Facade - Block of Carbon
appliedenergistics2:facade:0, Cable Facade - Mercury Gravel
appliedenergistics2:facade:0, Cable Facade - Ceres Surface Rock
appliedenergistics2:facade:0, Cable Facade - Ceres Sub-Surface Rock
appliedenergistics2:facade:0, Cable Facade - Ceres Stone
appliedenergistics2:facade:0, Cable Facade - Ceres Iron Ore
appliedenergistics2:facade:0, Cable Facade - Ceres Tin Ore
appliedenergistics2:facade:0, Cable Facade - Ceres Copper Ore
appliedenergistics2:facade:0, Cable Facade - Ceres Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Ceres Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Ceres Gravel
appliedenergistics2:facade:0, Cable Facade - Jupiter Surface Rock
appliedenergistics2:facade:0, Cable Facade - Jupiter Sub-Surface Rock
appliedenergistics2:facade:0, Cable Facade - Jupiter Stone
appliedenergistics2:facade:0, Cable Facade - Jupiter Iron Ore
appliedenergistics2:facade:0, Cable Facade - Jupiter Tin Ore
appliedenergistics2:facade:0, Cable Facade - Jupiter Copper Ore
appliedenergistics2:facade:0, Cable Facade - Jupiter Palladium Ore
appliedenergistics2:facade:0, Cable Facade - Jupiter Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Block of Palladium
appliedenergistics2:facade:0, Cable Facade - Jupiter Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Jupiter Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Jupiter Red Gem Ore
appliedenergistics2:facade:0, Cable Facade - Block of Red Gem
appliedenergistics2:facade:0, Cable Facade - Block of Nickel
appliedenergistics2:facade:0, Cable Facade - Jupiter Gravel
appliedenergistics2:facade:0, Cable Facade - Volcanic Rock
appliedenergistics2:facade:0, Cable Facade - Ash Block
appliedenergistics2:facade:0, Cable Facade - Orange Sand
appliedenergistics2:facade:0, Cable Facade - Orange Sandstone
appliedenergistics2:facade:0, Cable Facade - Saturn Surface Rock
appliedenergistics2:facade:0, Cable Facade - Saturn Sub-Surface Rock
appliedenergistics2:facade:0, Cable Facade - Saturn Stone
appliedenergistics2:facade:0, Cable Facade - Saturn Iron Ore
appliedenergistics2:facade:0, Cable Facade - Saturn Tin Ore
appliedenergistics2:facade:0, Cable Facade - Saturn Copper Ore
appliedenergistics2:facade:0, Cable Facade - Saturn Magnesium Ore
appliedenergistics2:facade:0, Cable Facade - Block of Magnesium
appliedenergistics2:facade:0, Cable Facade - Saturn Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Saturn Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Saturn Broken Infected Stone
appliedenergistics2:facade:0, Cable Facade - Saturn Infected Stone
appliedenergistics2:facade:0, Cable Facade - Saturn Slime Ore
appliedenergistics2:facade:0, Cable Facade - Saturn Gravel
appliedenergistics2:facade:0, Cable Facade - Uranus Surface Rock
appliedenergistics2:facade:0, Cable Facade - Uranus Sub-Surface Rock
appliedenergistics2:facade:0, Cable Facade - Uranus Stone
appliedenergistics2:facade:0, Cable Facade - Uranus Crystal Ore
appliedenergistics2:facade:0, Cable Facade - Block of Crystal
appliedenergistics2:facade:0, Cable Facade - Uranus Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Uranus Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Uranus White Gem Ore
appliedenergistics2:facade:0, Cable Facade - Block of White Gem
appliedenergistics2:facade:0, Cable Facade - Dense Ice
appliedenergistics2:facade:0, Cable Facade - Neptune Surface Rock
appliedenergistics2:facade:0, Cable Facade - Neptune Sub-Surface Rock
appliedenergistics2:facade:0, Cable Facade - Neptune Stone
appliedenergistics2:facade:0, Cable Facade - Neptune Iron Ore
appliedenergistics2:facade:0, Cable Facade - Neptune Tin Ore
appliedenergistics2:facade:0, Cable Facade - Neptune Copper Ore
appliedenergistics2:facade:0, Cable Facade - Neptune Zinc Ore
appliedenergistics2:facade:0, Cable Facade - Block of Zinc
appliedenergistics2:facade:0, Cable Facade - Neptune Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Neptune Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Neptune Blue Gem Ore
appliedenergistics2:facade:0, Cable Facade - Block of Blue Gem
appliedenergistics2:facade:0, Cable Facade - Frozen Nitrogen
appliedenergistics2:facade:0, Cable Facade - Pluto Surface Rock
appliedenergistics2:facade:0, Cable Facade - Pluto Sub-Surface Rock
appliedenergistics2:facade:0, Cable Facade - Pluto Stone
appliedenergistics2:facade:0, Cable Facade - Pluto Iron Ore
appliedenergistics2:facade:0, Cable Facade - Pluto Tin Ore
appliedenergistics2:facade:0, Cable Facade - Pluto Copper Ore
appliedenergistics2:facade:0, Cable Facade - Pluto Tungsten Ore
appliedenergistics2:facade:0, Cable Facade - Block of Tungsten
appliedenergistics2:facade:0, Cable Facade - Pluto Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Pluto Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Pluto Gravel
appliedenergistics2:facade:0, Cable Facade - Eris Surface Rock
appliedenergistics2:facade:0, Cable Facade - Eris Sub-Surface Rock
appliedenergistics2:facade:0, Cable Facade - Eris Stone
appliedenergistics2:facade:0, Cable Facade - Eris Iron Ore
appliedenergistics2:facade:0, Cable Facade - Eris Tin Ore
appliedenergistics2:facade:0, Cable Facade - Eris Copper Ore
appliedenergistics2:facade:0, Cable Facade - Eris Dark Iron Ore
appliedenergistics2:facade:0, Cable Facade - Block of Dark Iron
appliedenergistics2:facade:0, Cable Facade - Eris Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Eris Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Eris Gravel
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Dirt
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Stone
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Iron Ore
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Tin Ore
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Copper Ore
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Dense Coal Ore
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Blue Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Red Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Purple Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Yellow Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Green Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Cobblestone
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Block of Platinum
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Grass
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Blue Grass
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Purple Grass
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Red Grass
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Yellow Grass
appliedenergistics2:facade:0, Cable Facade - Kepler 22b Infected Grass
appliedenergistics2:facade:0, Cable Facade - Red Sand
appliedenergistics2:facade:0, Cable Facade - Red Sandstone
appliedenergistics2:facade:0, Cable Facade - Europa Surface Rock
appliedenergistics2:facade:0, Cable Facade - Europa Sub-Surface Rock
appliedenergistics2:facade:0, Cable Facade - Europa Stone
appliedenergistics2:facade:0, Cable Facade - Europa Iron Ore
appliedenergistics2:facade:0, Cable Facade - Europa Tin Ore
